movie,sentence,score
사이다처럼 말이 톡톡 솟아올라,청춘의 여름. 17자로 표현하는 하이쿠.수줍은 고백의 시작.너를 좋아하는 마음이사이다처럼 말이 톡톡 솟아올라 ,10
모가디슈,그냥 남북평화 이런 빨갱이 영화 좌파 대깨문들이 좋아할듯 ,1
구르믈 버서난 달처럼,"재밌는데 누가 백성현 연기 못한다고 해서 봤는데 연기 엄청 잘하던데.. 누가 차승원 치아만 보인다고 해서 봤는데 ㅋㅋㅋㅋ (쫌 인정 ㅋㅋ) 근데 치아에 집중 안돼는데 역시 황정민이다 연기 개 잘해 역시 차승원 멋지네 ㅋㅋㅋㅋ 영화 넘넘 재밌음..ㅜㅜ 누가 옳고 그름이 없고, 그냥 저 시대에 산게 죄인거같음,, 임금이나 서인이나 동인이나 다 똑같음.. 하나같이 자기 실리만 생각하쥬.. 죽어나가는건 백성 ㅎㅎㅎㅎ 하튼 재밌어음.. 평점이 6점대라 기대 안했는데.. 아깝네요 대박 왜 안났쥬? ",10
미드나이트,"난....이런설정의 영화를보면 이해할수가 없다...철거지역이고 여자들이 다니기무섭고 어두운 골목길이나 외진곳을 왜 꾸역이남아서 험한꼴 당하는지 제발 이사좀 가라 제발쫌....서울이 뭐라고 서울떠나면 죽는것도 아닌데 왜 굳이 미련도 못버리고 험한동네  위험한 동네에 남아서 주차는 더럽게 멀리가서 하고OO이네....영화는 처음부터 끝까지 고구마고 상황상황마다 씨발 욕나오게 만들고 .... 이영화 찍은 감독영화는 진짜 다시안볼꺼임 시간더럽게 아깝네  하....씨발 성격만 더 더러워지고 공짜로 보여줘도 시간아까워서 보기싫을정도임, 권오승씨 다시는 영화찍지마세요 배우들 시간뺏지맙시다 ",1
007 스카이폴,M의 죽음이 어이없지도 과장되지도 않게 묵묵히 잘그림. ,10
모가디슈,"신파극까지 않는 감정선, 스릴 넘치는 탈출, ",10
더 수어사이드 스쿼드,예??? 알바가 많은걸로.... ,1
모가디슈,역시 조인성이다. 눈을 뗄 수 없는 멋짐 ,10
모가디슈,오랜만에 정말 재밌게 본 영화 ,10
모가디슈,오랜만에 몰입감높은 한국영화 개봉했네요무조건 극장에서 보는걸 추천합니다. ,9
발신제한,기억에 남는건 제네시스뿐.. 한시간반 광고본듯 ,2
모가디슈,오랜만에 극장에서 영화다운 영화를 봤네요.. 응원합니다!! 얼른 코로나가 종식되길 ㅜㅜ ,10
더 수어사이드 스쿼드,일단 감독 작가 제작자 줄빠따 맞고시작하자.또 닦냐? 닦기영화 전문이야?알바 풀어서 평점 올리지 마라 ,1
모가디슈,기대보다 별로가 아닌 그냥 별로 ,5
엣지 오브 투모로우,진짜 헐리웃 영화를 보고싶은 사람들한테 추천 ,10
걸스 오브 막시,감동적인 여성들의 하이틴! ,10
어바웃 타임,인생 최고의 로맨스영화 ,10
인디펜던스 데이: 리써전스,개같은 짱개들 많이 나와서 걸렀음 ,2
발신제한,한마디로 굿입니다. 제목이 발신제한이어 걍 전화 발신하다 받아 말아 유괴?사건인가 하다 또 실화?를 바탕으로 또 생각하게 하는..넘 잘봤습니다. ,10
모가디슈,"곧 출산을 앞둔 임산부예요. 코로나로 고민하다가 용기내 영화관 찾았는데, 후회없는 시간이였네요!  오랜만에 집중해서  정말 재밌게 본 영화예요! 약간 졸린 상태로 영화관 가서 걱정했는데 졸 틈도 없이 영화가 끝나 있었네요!! 코로나로 여러가지 제한 적인게 많은 일상생활이지만,  얼마만의 영화관을 찾았는지 설레고 영화까지 재밌으니 더욱더  즐거운 시간이였어요.조심조심 하면서 즐겁게 볼수 있는 영화 같아요! 추천합니다 ",10
분노의 질주: 더 얼티메이트,전작들 욕먹일정도로 개연성도 없고 개노잼 ,2
광주비디오: 사라진 4시간,좌파들의 선동용 '영화'가 아닌 '쓰레기' ,1
그린 나이트,큰 기대는 안했는데 새로워서 만족! ,9
블랙 위도우,아무리 액션영화라지만 이건뭐... 재미도없고 감동도없고... 스토리좀 잘 짜지 돈 많이들여서 이게뭐람 ,2
모가디슈,"전쟁의 무서움, 소년병에 대한 실태, 서로다른체제속에 살아가는 남북한의 괴리, 소말리아 내전당시의 모습 등을 담아주어서 역사적으로도 뜻깊은 영화가 되었던것같습니다. 또, 영화상영내내 스릴감이 넘쳐흘렀던지라 더더욱 영화에 집중하고 보게되었습니다.역사에 관심이 많으시거나 아니면 스릴감넘치는 영화를 좋아하신다면 이 영화를 추천드립니다. ㅎㅎ ",9
모가디슈,근래에 가장 돈 아깝지 않은 영화였다.코로나가 아니였으면 천만도 가능했을 것 같다. ,10
더 수어사이드 스쿼드,조커는 살고 나머지는 반복되는 DC의 자살 ,2
하이큐!! 땅 VS 하늘,46분 런닝타임... 실화냐.. ,1
모가디슈,영화 보는 내내 드는 생각들. 손익분기점 높겠다... 제작비 정말 많이 들었겠다... 국내도 아니고 해외인데 정말 찍기 힘들었겠다... 그만큼 연출이나 전체적인 분위기는 놀라웠던 영화였지만 극중 내내 부족했던 2%가 영화가 끝날때까지 채워지지 않는 느낌이라 아쉬웠다. ,8
메기,영화가 가벼운 분위기로 연출되고 여러 에피소드를 풀어내서 그런지 무슨 말을 하고 싶은지 이해가 안되어서 꺼버렸습니다 ,2
쓰리 빌보드,스토리와 영상이 좋다. ,8
모가디슈,굿굿  가볍게 보기 좋음~~ ,10
쓰리 데이즈,오랜만에 쫄깃하게 본 영화일반인이 계획하고 실행하는거라 공감이 가서 더 몰입하고 보게 된 것 같다 ,10
랑종,이정도로 저평가받을 영화가 결코 아니다 ,10
맨체스터 바이 더 씨,너무 큰 상처는 치유되지 않는다. 그저 삶은 계속되니까 그런척 하며 애쓰고 살아가는게 최선이다. 언젠간 덮어지겠지 바라고 바라며 말이다. ,9
모가디슈,"와우, 강추~~~연출도 깔끔했고,주연급들 배우 뿐만 아니라, 조연이나 엑스트라(아이들을 포함한 흑인 출연자들) 배우들의 연기도 자연스러웠다.오랜만에 재미와 깊이를 둘 다 선보인 영화… ",9
모가디슈,재밌음 재밌음 추천 추천 추천 ,10
호텔 뭄바이,몰입력대박 개존잼 추천 ,10
모가디슈,오랜만에 볼만한 역대급 최고의 한국영화! ,10
더 수어사이드 스쿼드,영화보면서 미쳤다는 말을 한 수십번 하면서 본거 같네요그냥 영화가 미쳤어요 ,8
12 솔져스,꼭 보세요..끝판왕입니다.. ,10
더 수어사이드 스쿼드,진심으로 평론가들 뇌 열어보고 싶다. 진심 사람일까 싶음. ,1
모가디슈,배우진들의 연기와 훌륭한 스토리의 전개로 때로는 긴장감있게 때로는 재밌게 짜임새 있는 영화 잘 보았습니다. ,9
모가디슈,오랜만에진짜재밌게 영화봤습니다 많은것이느껴졌습니다 ,10
아이 필 프리티,귀엽고 사랑스러운 영화. ,8
모가디슈,인성오빠보려고 봤는데 무슨내용인지 모르고 봤어요..근데..넘 내용이 감동적이고 왠지모르게 슬픈느낌이 드네요^^ 감동감동 ,10
더 수어사이드 스쿼드,영화 후반부에 랫캐쳐가 만들어낸 장면은 눈물흘린 영화 분위기가 아닌데도 괜히 감동적이고 멋지더라...그장면 하나만으로도 이영화를 볼가치가 충분하다. ,10
인생은 아름다워,재치가 뛰어났다. 코믹과 학살의 슬픔이 공존해따ㅠ ,10
아이 캔 스피크,"포스터가 그냥 억지 코믹영화인줄-0-스토리,연출,연기 다 좋네요!! 너무 잘봤습니다. ",10
모가디슈,솔직히 별 생각없이 보러 갔는데 상상 이상의 스토리를 보여줘서 놀랐다.실화에서 각색을 많이 하지 않은것도 좋았고 짜내는 감동이 없어서 좋았다. ,10
모가디슈,너모 재밌었습니다!감사해요! ,10
더 수어사이드 스쿼드,존잼화려하고 볼 거 많고 매력있음 ,10
웬디,연기력 영상미 재해석 모두 좋았네요. 어린시절 피터팬을 읽었던 어른들에게 보내는 피터팬의 110주년 생일파티에 초대장 느낌. ,8
스토어웨이,망작 그 자체.감독이 이야기하고자 하는 바를 전혀 모르겠고…. 고증은 이미 안드로메다로… ,1
모가디슈,정말 재밌게 봤어요! 두시간 순삭이에요~ 영상미도 뛰어나고 연기력도 다 뛰어났어요 ,10
블랙 위도우,생각 없이 봤다가 박수치고 나온 영화 ,10
죄 많은 소녀,여고생에 대한 판타지를 그냥 영화로 만드셨네요...^^ 난데없이 여자애들끼리 키스를 하질 않나 여고생이 남자 선생한테 무슨 허벅지 만져보실래요 이딴 소리를 하질 않나 개사이코같은 장면만 수두룩하네용 연기자들 연기력이 아깝다 ,1
아카이브,<엑스 마키나> 너무 비슷하다  아카이브 잼나게 감상하셧다면 비교하면서 함 보셔도 좋을듯 ,6
모가디슈,남편과 오랜만에 영화보러 갔는데..정말 대만족하고 나왔습니다.이야기 구성도 좋고 연기도 좋았습니다^^ ,10
모가디슈,기대안하고봤는데 재밋엇어요 억지신파없어서 좋앗고 빨리빨리 진행되는 스토리에 지루할 틈이없음 굿 ,10
체르노빌: 원전 대폭발,남주 무지 잘 생김소련 러시아 영화좀 신선하긴 했음 원폭영화실화바탕 보는 내내 바이러스감염은무섭다는걸 또 느끼게 됨 팬데믹코로나19 모두 경각심 갖고방심 하지말고 이겨냅시다 ,9
모가디슈,유일한 단점 한가지 먼저 말하자면 조인성이 너무 사기만능캐로 나와서 약간 동화같다고 해야하나 뭔가 현실성이 떨어지는 느낌이 있음. 나머지는 크게 흠잡을게 없는 영화로 많은 사람들이 평점에서 감탄했듯이 후반 카체이싱 장면은 역대 한국영화 중 그냥 압도적으로 최고다.(대신 너무 짧다.). 인물 간 국가간 갈등요소가 끊임없이 다양하게 나와서 후반 하이라이트(카체이싱)까지 긴장의 끈이 팽팽하게 유지되는게 가장 장점이라고 생각함. ,9
더 킹: 헨리 5세,2시간짜리 영화임에도 지루하지 않게 연출함 ,8
모가디슈,진짜 억지감동아니거 시간가는줄 모르고 봄!!!! 캐추천!! ,10
그린 나이트,영화를 끝까지 보게 하는 매력이 있고 영상미가 멋있어서 극장에서 볼 맛 제대로 나네요ㅋㅋ ,10
모가디슈,잼잼 정만식배우님때문에 알게되어 봤는데 재밌어요ㅜㅜ ,10
낙원의 밤,"금방 온댔어요홍,,! 기다리라했는데에엥!! ",10
모가디슈,잘만든 영화! 좋은 배우들 ,10
더 수어사이드 스쿼드,냉소적인 로맨시스트의 영화. 세상엔 더럽고 소외된 것들이 많지만 가끔 그것들에 눈을 감지 않고 지켜보면 분명 아름다운 것들도 그 와중 찾아낼 수 있을 거라는 영화.영상미가 좋고 상영시간이 긴만큼 늘어지는 부분도 있지만 분명 재밌는 영화입니다. 전  결말근처 끝에 울었는데 대체 왜 울었는지ㅋㅋ모르겠지만 감동요소도 꽤 있고요 ,8
작전,북한은 2020년 4월 총선에 큰 관심을 나타냈다. 2019년 6월에 “다음 총선에서 자한당(자유한국당)을 참패에 몰아넣고 그 책임을 황교안에게 들씌워 정치적으로 매장해버리는 것을 기본 전략으로 틀어쥐고 나가야 한다”고 지시했다. 2020년 2월에는 “보수 패거리들이 박근혜 동정론을 확산시켜 불리한 세력구도를 역전시키려 한다”며 반보수 투쟁을 강조했다. ,1
블랙핑크 더 무비,보면서 너무 행복했어요 ,10
모가디슈,"류승완  연출, 영상미, 연기, 스토리 모두 만점 드립니다. 정말 고마운 감상 했습니다. ",10
가을의 전설,20대때 처음 봤을땐 좀 지루했던것 같고30대때도 영상이 기억에 남았고40대때는 막장인가? 했는데50대가 되어 두 번째 본 오늘 아 100번쯤 볼 수도 있겠다 싶다내 인생 영화이며 브래드 피트 영화 중에서도 최고다!!  이 여운은 쉽게 지워지지 않을듯하다 ,10
분노의 질주: 더 얼티메이트,이제는 하다하다 우주도 가는구나. . ,6
더 수어사이드 스쿼드,댓글 알바 대단하다정말 매니아가 아니라면 . 이건 뭐 관객을 가마니로 보나 이걸 추천하는 기자는 또 뭐니앞뒤 맥락없고 12세이하 유치한 연기와 억지 신파로 인해 스크린을 향해  욕이라도 쏟아붓고 싶었다 ,2
더 수어사이드 스쿼드,"평점을 충분히 보고 감상했는데 좀 느낌이 다르다. 데드풀보다는 킹스맨에 가깝고, 수어사이드 스쿼드1보다는 버즈 오브 프레이에 가깝고 가디언즈 오브 갤럭시보다는 토르 라그나로크에 가깝다. 그리고 많은 평점에서 나왔던 것처럼 생각보다 무거운 영화이다. 그래도 제임스 건하면 기대하는 맛깔나는 ost, 틈새유머, 죽이는 영상미/액션은 다 있다. ",8
럭키,ㅋㅋㅋ유쾌한 영화에요. ,10
더 수어사이드 스쿼드,진짜 재미없네-- 재미없다 드럽게 재미없다. 도저히 집중할수 없는 영화임 개판 난장판임 나는 그렇게 느낌 평론가는 뭘 도대체 평론하는거냐? 기본적인 영화 완성도를 봐라. 어쭙잖은 지식으로 씨부리는거 왜 이렇게 역겨움 아 그게 평론가라서 그런건가 영화 완성도는 볼줄 모르는구나ㅋㅋㅋ ,1
쥬라기 공원,늦게 태어나서 이걸 못 봤다는 것이 한일 정도로 영상 퀄리티가 뛰어났고  스토리가 흥미진진했던 것 같다. ,10
블랙 위도우,이제 마블 영화 단물 다 빠진거 같음 ㅋㅋㅋ ㅠ ,6
하치 이야기,감명깊고 뜻깊은 영화에요실화를 바탕으로 연기도 너무 잘하셨고 마음 따뜻해지고 안타깝기도 했네요 ,10
모가디슈,후기: k-매드맥스 !! ,10
새콤달콤,재미있습니다. 여기를 모두 잘하네요.특히 여자 주인공 연기 좋아요. ,10
그린 나이트,고전동화를 읽는 것 같았던 영화 ,8
모가디슈,액션이 너무 과해서 현실성이 적은편. ,8
맨 온 파이어,최고다 모든 완벽~ 묵직하게 가슴을때리네 ,10
디바,흡입력 있는 심리 스릴러. 여운이 남는 결말. 단점도 분명 있었지만 장점이 훨씬 많은 영화입니다. 영화의 전체적인 만듦새와 배우들의 연기 모두 좋았습니다. ,9
더 수어사이드 스쿼드,음악하고 영상미가 최고였다. ,10
그린 나이트,넘 인상적이에요^^ ,10
발신제한,회사의 소모품으로 살아가야 하는 현실이 슬프다. ,8
숀더쉽 더 무비: 꼬마 외계인 룰라!,스톱모션 영화를 좋아해서 재밌게 봤어요 ,8
모가디슈,주제가 명확한 이야기 ,7
피닉스,전쟁이후를 다룬 영화치고 무겁지 않으면서도 여러가지 의미를 담으려한 감독의 의지가 엿보였다. 얼굴을 잃어버린 여인과 한 부부의 삶을 시대상으로 잘 녹여냈다. 묘한 긴장감 끝 마지막 씬이 사실상의 클라이막스 ,10
내 여자친구를 소개합니다,명우야ㅠ ,10
모가디슈,코로나로 영화를 많이 못봐서 큰맘 먹고 보았음.역이 믿고보는 연기자 다수 너무 재밌게 보았음. ,10
더 수어사이드 스쿼드,전개가 엄청 빨라서 지루한틈 한번도안줍니다 액션에 액션 ㅋㅋ 거기다 음악도 좋아서 진짜 신나게볼수있는 영화 ,10
럭키,"제 이상형은 유해진씨 같은 매력부자라고 늘 말하고 다니는데, 유해진씨의 매력을 알고 영화 내주신 제작사, 감독님 감사합니다!!ㅋㅋ 유해진씨 능청스러운 연기에 쓰러집니다 ㅋㅋㅋ ",10
모가디슈,오우~  보는내내 시원하고 재밌었음 ,10
첨밀밀,소정이 젤 불쌍 소군 멍청이 ㅜㅜㅜㅜ 그래도 찐사랑 해서 부럽다 영화의 모든 사람들이 각자의 사랑방식으로 사랑을 하고있다 ㅜㅜ ,10
발신제한,"기대 이상으로 재미있게 킬링 타임용으로 잘 봤습니다. 용의자 소재에서 살짝 인과관계가 잘 안 느껴지긴 했지만, 긴박감을 느끼게 하는 연출미와 연기력이 좋았다고 생각합니다. 코로나만 아니면 극장가에서 꽤 관객들을 끌었을 텐데 아쉽네요. ",9
더 수어사이드 스쿼드,이런 B급 갬성 좋아 ㅋㅋㅋ 왠지 킹스맨이 떠오르는 영화랄까?? ,10
더 그레이트 샤크,이 영화의 최대 문제는 공포 영화임에도 전혀 무섭지가 않다는 점 ,3
모가디슈,진짜 진짜 재밌슈 꼭 보슈 ,10
모가디슈,"배우분들 다 연기 너무 잘하시고 기대 이상으로 재밌어요!!! 나 구교환 배우님 좋아하네,, ",10
라이프,숨겨진 코스믹 호러 수작 ,10
모가디슈,조인성과 김윤석의 캐미 허준호의 카리스마 잘봤어요 ,10
모가디슈,"오늘 보고왔는데 처음부터 끝까지 몰입 장난아니고 연출, 연기 너무 좋았습니다. ",10
야쿠자와 가족,굿굿굿굿 야쿠자 박멸스토리 ,10
도어락,진짜 이건 쪼옴...무리하지 않고 현실적으로 만들었으면 무서웠을텐데 ,1
그린 나이트,어두운 여정을 품위와 명예로 밝히며 살아가라는 주제가 너무 좋았습니다 오랜만에 의미있는 영화 봤어요~~ ,10
발신제한,제네시스가 이쁘긴한가보네 ㅋ 차광고라 노래를 부르네 ㅋㅋ  그럼뭐 리어카타고 영화찍으리? ,8
예스터데이,비틀즈 전기영화는 아니니 알고 보시라. 가리려해도 가려지지않는 명곡들이 잘배열되어있슴. 삭제씬인 something이 아쉬움. ,8
특전 유보트,"아버지와 약간은 어색한 사이인데 이거 같이 끝까지 보고, 아직도 그 허무함에 대해 얘기를 나누며 웃습니다. 영화는 분명 명작입니다. ",10
블랙 위도우,불위그동안ㅅㄱㅅㄱ언 ,9
발신제한,스토리자체는 괜찮은듯 싶으나 왜 폭탄이 설치되어있는 차에 다시 딸을 조수석에 안친것은 현실적으로 이해가 안되는 부분이라 아쉽네요 ,6
모가디슈,괜괜ㅊㄱㅅㅇ ,8
모가디슈,예고편도 안보고 기대도 안하고 봤는데 진짜 재밌음 ,8
"그 시절, 우리가 좋아했던 소녀",이해할수있는 그 시절~~^^ ,9
내가 살인범이다,또 봐도 너무 재밌습니다^^ ,10
세렌디피티,Too much 우연 but 주연배우들의 좋은 연기 ,8
"좋은 놈, 나쁜 놈, 이상한 놈",재밌는데 오랜만에봐도 ㅋ ,10
엽기적인 그녀,"여운이 많이 남는 영화, 2년 후에 다시 보고싶다 ",10
모가디슈,몇년 동안 본 영화중최고 ㅠ 구교환 배우님한테 반함 ,10
분노의 질주: 더 얼티메이트,뇌가있으면 보면 허탈해짐 ,1
극장판 도라에몽: 진구의 신공룡,진짜 여러분들 한번 봐 보세요  너무 재미가 있어서 눈물이 나올 정도입니다 ,10
라이트 아웃,결말이 아쉽긴 하나 볼만했음 ,8
모가디슈,잘봤습니다 제가 현장에 있는듯한 느낌에 작위적인 눈물짜내기도 거의 없었던 것 같아요 재밌게 봤습니다 !! ,10
모가디슈,가족들과 다함께 보고 왔습니다.너무 재밌게 잘 봤습니다. ,10
더 수어사이드 스쿼드,그냥 평범해요 액션 재밌어요 불가사리 외계인 뭔가 유치 ㅋㅋ ,7
더 수어사이드 스쿼드,내가뭘본거지... 흑인고추 백인고추 흑인 죽으면서 흔들린 고추가 잊혀지지 않아 ,2
모가디슈,실화 일줄 이야...재미있어요 ,10
더 수어사이드 스쿼드,제임스건이 감독하니 가오갤 냄새가 나지만 충분히 만족! 랫캐처는 쥐를 이용해 싸우는 장면에서 플래그테일 느낌 ,9
얼라이드,"인간 아니  사람이 사랑한데,부모가 자식을 사랑하는데그 무엇이 있을지요.. 감동. ",10
내가 살인범이다,지금 보고있는데 요즘 나온 영화라고해도 될것같음 스토리랑 대사도 그렇고 배우들 연기도 좋음 ,10
괴물의 아이,역시 만화최강일본... ,10
블랙 위도우,기대 이하라는 평을 봐서 맘을 비웠더니 볼 만 했어요ㅎ 액션신은 강렬했고 연기력도 몰입됐네요 ,8
더 수어사이드 스쿼드,세바스천 진짜 핵귀요미 ,8
은하철도의 꿈,전쟁 일으키고 자기민족 고생하는건 당연한거 아닌가? 승리했다면 저런 피해도 없고 승리하려  전쟁일으키고 지들 국민들 잘살았으면 이런 피해자코프레스 할일없었겠지 !우리만 억울하게 분단되고 더 화만  돋구는 만화 ?왜 어린이도서관에 이런게 있어서 괜히 대여했네 ,1
더 수어사이드 스쿼드,돌아이 美친영화..  데드풀 DC판 ㅋㅋㅋ ,8
사냥의 시간,연기빼고 다쓰레기라보면되네한은 총10발이상맞고 물에빠졌는데 살았다고?과다출혈로사망하는데20초도안걸리것다ㅋㅋ아무내용도 감동도없다연기만볼만하고 ,1
모가디슈,오랜만에 재밌게 본 영화 ,8
블랙 위도우,미첬다 별 기대안했는데 입벌리고 나왔음. ㄹㅇ 알바아님 ,10
그린 나이트,몽환적ㅠㅠ 볼수록 주인공에게 집중하게 된다.. ,9
모가디슈,정말 오랜만에 영화관에 앉아서 엔딩크레딧 올라가는걸 지켜보게 만든..끝나고 여운이 남는 영화였네요..배우들의 연기도 자연스러웠고..스토리도 좋았습니다~킬링타임용일거라 생각했으나 예상보다 훨씬 좋았음~! ,9
덕구,묻지도 따지지도 말고 보시길… ,10
콰이어트 플레이스 2,여전히 쫄긴한 긴장감... 상영시간이 짧게만 느껴진다. ,9
모가디슈,소재도 흥미롭고 넘 재밌었습니다. ,10
모가디슈,진짜 재밌음 일단 할리우드 생각날정도로 연출 연기 개쩜 진심 한국영화라고 의심하지말고 그시간에 걍 보셈 ,10
컨저링 3: 악마가 시켰다,전작보다는 다소 아쉬우나... 그래서 시리즈는 순항중~ ,8
모가디슈,남북의 협력보다는 총을 든 아이들의 순수한 광기가 잊히지 않음.... ,8
그린 나이트,재밌게 잘봤어요 또 보러 갈겁니다 ,10
모가디슈,나중에  실화였다는 사실을 알고 더더욱  감동이였슴니다 ,10
더 수어사이드 스쿼드,중반부터 감독이 바뀐거죠? 건 형님 어디갔어요? ,6
모가디슈,뻔하지만 재밌는걸 어떻게 ㅜㅜ 실화인점에도 감동 ... ,10
더 수어사이드 스쿼드,할리퀸이 다했다..  난잡하고 유치한데 잔인함 ,6
쉘 위 댄스,스기하라의 열정과 노력은 현대를 사는 우리에게 귀감이 되었다 ,10
늦여름,연기도 좋구요 ost가 정말 좋네요 늦여름 영화처럼 설레이는 가을에 대한 기대감같은 영화예요 마지막에 환하게 웃는 장면 너무 좋아요 ,9
더 수어사이드 스쿼드,핵노잼 핵노잼 진짜 핵노잼. 진심 핵노 ,4
모가디슈,영화보는내내 같이 소말리아에 갇혀있다 탈출한 느낌이었어요 ,10
더 수어사이드 스쿼드,블랙위도우랑 평점 바꿔라   마블버프 영화는 이제 지겹다  겁나잼난다 ,9
모가디슈,아무 생각없이 보러 갔다가 감동받고 왔습니다 신파없고 덤덤히 그려낸 남북화합 미래엔 꼭 희망해봅니다 ,10
래버너스,평생 본 좀비 영화중 가장 최악. 스토리 개연성 연출 모든게 별로. 재미도 없는데 한없이 진지하고 느려터지기만한 연출. 예술병 걸린 감독의 이상한 떡밥이랑 열린 결말만 남음. 킬링타임용으로도 추천 안함. 그나마 상황파악 못하는 찐따 한마리 정의구현할땐 통쾌. ,1
날씨의 아이,일본감성이 별로임. 너의 이름은 만 못하다. ,2
모가디슈,오롯이 탈출에만 집중한 깔끔한 영화. 감독님 군함도보단 이렇게... 덧. 오랜만에 괜찮았던 구교환 배우 활용법 ,8
맨츄리안 켄디데이트,흠 스토리는 좋으나 마무리가 엥? 이런느낌정리를 하려다 시간때문에 급히 끝내는 느낌을 받음 소재도 좋고 배우들의 연기도 좋았으나뭔가 아쉬움이 남는다.몰입력과 배우들의 연기력 다 좋으나 아쉬움 ,7
랑종,보는내내 역겨웠음 불쾌하게 만들고 굳이 넣지말아도 될것을 자꾸 넣고 영화중간에 나가고싶었음 개불쾌 ㅡㅡ ,1
럭키,전혜빈을 보며 배우가 되는게 얼마나 어려운가를 깨닫는다. ,7
킬러의 보디가드 2: 킬러의 와이프,걍걍걍그냥잼있다^^ ,10
더 울프 오브 월 스트리트,월가의 추악함과 인간의 탐욕을 스콜세지의 연출과 디카프리오의 명연기로 담아낸 영화. 마지막 씬에서 수없이 많은 잘못을 저지른 디카프리오의 강연을 듣기 위해 찾아온 청중은 우리의 모습이 아닐까. ,10
모가디슈,와 코로나 시작하고 오랜만에 제대로 된 영화본듯.자칫 식상할뻔한 내용으로 전혀 의식 못 하고 끝까지 몰입감 있게 봄 ,10
모가디슈,"화려한 액션이나 스릴, 반전보다는 남북통일을 왜 해야 하는지 일깨워주는 가슴 아픈이야기... 우리역사의 비극을 생각하게 해 주네요. ",9
미나리,상을 받은 이유가 뭐지?시간이 아깝다. ,2
더 수어사이드 스쿼드,유쾌하고 멋진 잔인함. 할리퀸 원툴로 노잼 서사 꾸역꾸역 억지 전개하던 전작과는 달리 각각의 비중을 재미나게 나눠주면서도 할리퀸의 매력은 오히려 전작보다 올라간 듯 하다. dc도 할때는 할 수 있다는 걸 보여준 스타일리쉬한 b급 영화. ,9
모가디슈,배우들 연기도 자연스러웠고 보는 제가다 긴박했어요!! ,10
